title,company,location,salary,description,date_posted,apply_link
Werkstudent (m/w/d) im Bereich Künstliche Intelligenz (KI) und Data Science,weisenburger bau GmbH,"Karlsruhe, Karlsruhe (Kreis)",Confidential,"Standort: Karlsruhe Werkstudent (m/w/d) im Bereich Künstliche Intelligenz (KI) und Data Science „Wir bauen Zukunft!“ – unter diesem Slogan entwickelt sich weisenburger nach­haltig: 1955 gegründet, umfasst die weisenburger-Gruppe erfolg­reiche Unter­nehmen im Bau- und Immo­bilien­bereich. Mit mehr als 650 Mitar­beitern wird eine Gesamt­leis­tung von 500 Mio. € erreicht. weisenburger plant und errichtet Wohn­gebäude und Reihen­häuser, Pflege­einrich­tungen und Hotels sowie Büro- und Gewerbe­fläch…",2025-11-23T10:55:27Z,https://www.adzuna.de/land/ad/5510256451?se=BEHN6KjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=DDDD54647A05403DDFCFD36DF074D246A198BDC7
Technical Sales Account Manager (m/f/d) – Data Centre Solutions,JOHNSON CONTROLS,"Neu-Isenburg, Offenbach (Kreis)",Confidential,"Johnson Controls is expanding our Data Centre Vertical, and we have various Sales Account Manager positions available in Neu-Isenburg and in different lines of business. We are seeking talent with expertise in HVAC, Building Management Systems/Controls, Fire Detection and Security. Aufgaben Develop long-term customer relationships with consulting engineers, design & build contractors, hyperscalers and colocation operators to create a pipeline for the EMEA region Maximize account penetration by …",2025-11-23T10:55:40Z,https://www.adzuna.de/land/ad/5510256949?se=BEHN6KjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=75C51AA55DB88A420D2D1EA2490595566A1B76CC
Duales Bachelor Studium: Wirtschaftsinformatik – Data Science (September 2026 – DHBW Stuttgart),Leuze electronic GmbH + Co. KG,Deutschland,Confidential,"Duales Bachelor Studium: Wirtschafts­informatik – Data Science (September 2026 – DHBW Stuttgart) Bereich: Ausbildung / Duales Studium Standort: Owen bei Kirchheim / Teck Beschäftigungsart: Duales Studium Über 60 Jahre Erfahrung haben Leuze zum Experten für innovative und effiziente Sensor- und Sicherheits­lösungen in der Automatisierungs­technik gemacht. Heute sorgen wir – rund 1.600 Sensor People weltweit – mit Neugier, Leiden­schaft und Entschlossen­heit für Fort­schritt und Wandel. Unser Ant…",2025-11-16T20:25:45Z,https://www.adzuna.de/land/ad/5499612975?se=BEHN6KjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=F141C0D95E4DB30AB032D1A5BE50727C085C8148
Praktikant*in Produktmanagement im Team Data & Events (Pflicht-Praktikum),Mercedes-Benz AG,"Stuttgart, Baden-Württemberg",Confidential,"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",2025-11-21T22:51:53Z,https://www.adzuna.de/land/ad/5508485056?se=BEHN6KjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=8C6C9D242C0B80B5CD54C4BA046BD9F433DCA30D
SAP Projekt Manager mit Schwerpunkt Data Migration Koordination (m/w/x),ZEISS,"Oberkochen, Ostalbkreis",Confidential,"Sich etwas Neues trauen, über sich hinauswachsen und dabei die Grenzen des Machbaren neu deﬁnieren. Genau das ist es, was unsere Mitarbeitenden täglich leben dürfen und sollen. Um mit unseren Innovationen das Tempo vorzugeben und Großartiges zu ermöglichen. Denn hinter jedem erfolgreichen Unternehmen stehen eine ganze Menge faszinierender Menschen. Die Mitarbeitenden von ZEISS arbeiten in einem offenen und modernen Umfeld mit zahlreichen Entwicklungs- und Weiterbildungsmöglichkeiten. Unsere Kul…",2025-11-16T07:16:25Z,https://www.adzuna.de/land/ad/5498866822?se=BEHN6KjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=F4D555379A6DCA8B16C131D8B89BC3E2EDFD29DD
SAP SF / HCM Lead Global Integration & Data Conversion (w/m/d),TÜV SÜD,"München, München (Kreis)",Confidential,"Innovationen bringen tiefgreifende Veränderungen mit sich und beeinflussen unser Leben in vielfältiger Weise. Bei TÜV SÜD sind wir in hohem Maße bestrebt, ein wichtiger Teil dieser Entwicklung und des Fortschritts zu sein. Wir sind von Anfang an dabei und begleiten diesen Prozess. Wir sorgen für eine sichere und nachhaltige Zukunft und schaffen Vertrauen in neue Technologien. Wir beraten, wir prüfen, wir zertifizieren. Für die Sicherheit von Menschen und der Gesellschaft fordern wir uns jeden T…",2025-11-16T07:16:58Z,https://www.adzuna.de/land/ad/5498868393?se=BEHN6KjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=E77AB78215BD99F80DCEC0D91C327D072BD1E8F7
Head of Master Data Management (m/w/d),Löwenstein Medical SE & Co. KG,"Bad Ems, Rhein-Lahn-Kreis",Confidential,Neue Wege gehen. Aber nie vergessen wo man herkommt. Löwenstein Medical entwickelt und produziert seit über 30 Jahren innovative Medizintechnik in Bad Ems. Heute zählt das familiengeführte Unternehmen zu den führenden medizintechnischen Unternehmen im Bereich der Klinik- und Homecare-Versorgung. Das Engagement unserer Mitarbeiter und die hohe Qualität unserer Produkte sichern uns eine hohe Anerkennung – bei Medizinern und Anwendern. Aufgaben Definition und Aufbau unternehmensweiter Master Data …,2025-11-21T22:51:37Z,https://www.adzuna.de/land/ad/5508484492?se=BEHN6KjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=0B561F9C52506CA4BA5A866EF49A980DFB3D1F08
Leiter (d/m/w) IT Data Platform (ITD),TeamBank AG Nürnberg,"Nürnberg, Bayern",Confidential,"Die TeamBank AG ist in Deutschland mit der Produktfamilie easyCredit der Experte für Liquiditätsmanagement in der Genossenschaftlichen FinanzGruppe Volksbanken Raiffeisenbanken. Unter dem Motto „gestalten statt verwalten“ setzen wir auf Unternehmergeist, Eigeninitiative und moderne Arbeitsweisen. Wir bieten ein dynamisches Umfeld, flexible Modelle und echte Entwicklungschancen. Zudem setzen wir uns für ein chancengerechtes Umfeld ein. Wir sind Unterzeichner der Charta der Vielfalt und begrüßen …",2025-11-04T19:53:48Z,https://www.adzuna.de/land/ad/5480815992?se=BEHN6KjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=04D937A4E0C7E976999B820E4A9BA4C79B1366FE
Senior IT Expert Data Analytics (m/w/d),BWI GmbH,"Berlin, Deutschland",Confidential,"Als primärer Digitalisierungspartner der Bundeswehr erbringen wir stabile, sichere und effiziente IT-Services im In- und Ausland, vom Grundbetrieb bis in den einsatznahen Bereich und tragen so zur kontinuierlichen Erhöhung der Führungs- und Einsatzfähigkeit der Bundeswehr bei. Mit über 7.700 Kolleg*innen betreiben und modernisieren wir eine der größten und komplexesten IT-Infrastrukturen in Deutschland. Wir suchen verantwortungsvolle IT-Spezialist*innen, die die Bundeswehr-IT aus Überzeugung in…",2025-11-22T23:00:27Z,https://www.adzuna.de/land/ad/5509912590?se=BEHN6KjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=6357FEC25123884060E4BF15A695EF6940B6B870
Head of Rewards Data DACH (m/w/d),Aon,"Hamburg, Deutschland",Confidential,"Aufgaben Profil Wir bieten Für unsere schönen Büros in Hamburg und München suchen wir zum nächstmöglichen Zeitpunkt eine:n Head of Rewards Data DACH (m/w/d) Aon steht dafür, Entscheidungen zum Besseren zu gestalten – um das Leben von Menschen auf der ganzen Welt zu schützen und zu bereichern. Mit weltweit 60.000 Mitarbeitenden bietet Aon, ein führendes globales Beratungs- und Dienstleistungsunternehmen, umfassende Lösungen und Services zu den Themen Risiko, Altersversorgung, Vergütung, Personal…",2025-10-31T21:45:55Z,https://www.adzuna.de/land/ad/5473358446?se=BEHN6KjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=332AE10C048C16A4573B4A4D43874E67D03857BE
HW Engineer Flight Data Recorder (w/m/d),HENSOLDT,Deutschland,Confidential,"HENSOLDT ist ein führendes Unternehmen der europäischen Verteidigungsindustrie mit globaler Reichweite. Das Unternehmen mit Sitz in Taufkirchen bei München entwickelt Sensor-Komplettlösungen für Verteidigungs- und Sicherheitsanwendungen. Als Technologieführer treibt HENSOLDT die Entwicklung der Verteidigungselektronik und Optronik voran und baut sein Portfolio auf der Grundlage innovativer Ansätze für Datenmanagement, Robotik und Cybersicherheit kontinuierlich aus. Unsere Produkte sind einsetzb…",2025-11-09T20:08:19Z,https://www.adzuna.de/land/ad/5488730799?se=BEHN6KjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=39F50BEB923D943C5F2C2E542587F8BBD3336E43
Medical Product Data & Pricing Specialist (m/w/d),Lohmann & Rauscher GmbH & Co. KG,"Rengsdorf, Neuwied (Kreis)",Confidential,"Ein Team von mehr als 5.700 Mitarbeiterinnen und Mitarbeitern weltweit. Ein Unternehmen mit Haltung, Vision und den Werten eines Familienunternehmens. Eine moderne und zukunftsorientierte Unternehmenskultur mit Perspektiven. Wir suchen Top-Talente, die Know-how, Ideen und Ambitionen in unsere internationalen Teams einbringen und realisieren möchten. L&R ist ein weltweit agierendes und expandierendes Unternehmen für Medizinprodukte. In unseren Kerngeschäftsfeldern entwickeln und produzieren wir …",2025-11-21T11:41:05Z,https://www.adzuna.de/land/ad/5507230623?se=BEHN6KjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=A415B2C00494B3BDDA915B447AFE2FFB42C8DD2B
Praktikant*in Data Management Schwerpunkt Daten Qualität (Pflicht-Praktikum),Mercedes-Benz AG,"Esslingen am Neckar, Esslingen (Kreis)",Confidential,"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",2025-11-06T19:58:30Z,https://www.adzuna.de/land/ad/5484231317?se=BEHN6KjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=01907F0EAAADE7D4AC1E595807B3421E8701F5FA
"Duales Studium – Data Science und Künstliche Intelligenz (m/w/x), Beginn Herbst 2026",ZEISS,"Jena, Thüringen",Confidential,"Sich etwas Neues trauen, über sich hinauswachsen und dabei die Grenzen des Machbaren neu definieren. Genau das ist es, was unsere Mitarbeitenden täglich leben dürfen und sollen. Um mit unseren Innovationen ein Zeichen zu setzen und Großartiges zu ermöglichen. Denn hinter jedem erfolgreichen Unternehmen stehen eine ganze Menge faszinierende Menschen. In einem offenen und modernen Umfeld mit zahlreichen Entwicklungs- und Weiterbildungsmöglichkeiten, arbeiten die Mitarbeitenden bei ZEISS in einer …",2025-11-17T21:26:08Z,https://www.adzuna.de/land/ad/5500860789?se=BEHN6KjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=60C1FBFECD9E0D5EEEBEB9541F3CA65D8B8F9C11
Werkstudent (m/w/d) Data & Reporting im Bereich Industrial Participation and Offset Management,HENSOLDT,"Taufkirchen, Mühldorf am Inn (Kreis)",Confidential,"HENSOLDT ist ein führendes Unternehmen der europäischen Verteidigungsindustrie mit globaler Reichweite. Das Unternehmen mit Sitz in Taufkirchen bei München entwickelt Sensor-Komplettlösungen für Verteidigungs- und Sicherheitsanwendungen. Als Technologieführer treibt HENSOLDT die Entwicklung der Verteidigungselektronik und Optronik voran und baut sein Portfolio auf der Grundlage innovativer Ansätze für Datenmanagement, Robotik und Cybersicherheit kontinuierlich aus. Unsere Produkte sind einsetzb…",2025-11-16T20:25:40Z,https://www.adzuna.de/land/ad/5499612748?se=BEHN6KjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=8E71F970400B68ED8FA1DB6E91B756373C60356B
Duales Studium - Data Sciene/KI (m/w/d) 2026,thyssenkrupp Automotive Body Solutions GmbH,"Leingarten, Heilbronn (Kreis)",Confidential,"thyssenkrupp ist ein international aufgestellter Industrie- und Technologiekonzern mit rund 98.000 Beschäftigten. In 47 Ländern erwirtschaftete das Unternehmen im Geschäftsjahr 2023/2024 einen Umsatz von 35 Mrd €. Die Geschäftsaktivitäten sind in fünf Segmenten gebündelt: Automotive Technology, Decarbon Technologies, Materials Services, Steel Europe und Marine Systems. Mit umfassendem Technologie-Know-how entwickeln die Geschäfte innovative Lösungen für die Herausforderungen der Zukunft, vor al…",2025-11-21T11:39:49Z,https://www.adzuna.de/land/ad/5507227417?se=BEHN6KjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=3403FCF58FA49857E88A9A7446DAF330BB02257F
Projektleiter:in für Data Management / Data Analytics,Enercity AG,"Hannover, Region Hannover (Kreis)",Confidential,"Aufgaben Du leitest das Fachgebiet Data Infrastructure Services mit dem Fokus auf: - Cloud-Datenbanken wie PostgreSQL, InfluxDB und Snowflake - Klassische On-prem-Datenbanksysteme (z. B. Oracle, MS SQL) - Basisadministration unserer neuen Kernapplikationen SAP S/4HANA Utilities Cloud und Oracle Fusion Cloud - Betrieb und Entwicklung unseres zentralen Dokumentenarchivs Basisbetrieb der Legacy-SAP-Systeme (Core ERP und IS-U) bis zum EoL Du entwickelst unsere IT-Infrastruktur strategisch weiter – …",2025-10-23T14:39:50Z,https://www.adzuna.de/land/ad/5460679267?se=wHYq6qjI8BGYSfdOR2D5aQ&utm_medium=api&utm_source=df8f6824&v=08CC0866A801A9B6F7F28361F89E1F4280D593ED
Data Architect (m/w/d),Stadtwerke Karlsruhe GmbH,"Beiertheim-Bulach, Karlsruhe",Confidential,"Data Architect (m/w/d) Besser versorgt, weiter gedacht. Unsere Produkte machen das Leben leichter. Licht, Wärme, Kühle, Frische, Sauberkeit, Unterhaltung, Entspannung, Kunstgenuss, Information, Arbeitserleichterung: Alles ist jederzeit im Handumdrehen oder per Knopfdruck verfügbar - dank Strom, Erdgas, Trinkwasser und Fernwärme, die angenehm unauffällig per Leitung ins Haus kommen. Über 1.300 Mitarbeiterinnen und Mitarbeiter sorgen bei den Stadtwerken Karlsruhe dafür, dass die Kunden in Karlsru…",2025-11-03T18:03:48Z,https://www.adzuna.de/land/ad/5478497030?se=wHYq6qjI8BGYSfdOR2D5aQ&utm_medium=api&utm_source=df8f6824&v=0686DD30BE1B355D6C7D9C0910991BA73CE8FA22
"Duales Studium: ""Data Science & künstliche Intelligenz"" (w/m/d), Start 2026",Hensoldt,Deutschland,Confidential,"HENSOLDT ist ein führendes Unternehmen der europäischen Verteidigungsindustrie mit globaler Reichweite. Das Unternehmen mit Sitz in Taufkirchen bei München entwickelt Sensor-Komplettlösungen für Verteidigungs- und Sicherheitsanwendungen. Als Technologieführer treibt HENSOLDT die Entwicklung der Verteidigungselektronik und Optronik voran und baut sein Portfolio auf der Grundlage innovativer Ansätze für Datenmanagement, Robotik und Cybersicherheit kontinuierlich aus. Unsere Produkte sind einsetzb…",2025-11-16T07:16:23Z,https://www.adzuna.de/land/ad/5498866739?se=wHYq6qjI8BGYSfdOR2D5aQ&utm_medium=api&utm_source=df8f6824&v=70E5EC3F3425B15D4A7C0E27C7EDD897D5F2BC15
Data Engineer (m/w/d),Hygi.de GmbH & Co. KG,"Telgte, Warendorf (Kreis)",Confidential,"Deine Karrierechance als DATA ENGINEER (m/w/d) Deine Leidenschaft sind Daten? Du kannst sie lesen, deuten und daraus clevere Innovationen ableiten oder neue, datengetriebene Produkte entwickeln? Und du möchtest in einem dynamischen, interdisziplinären Team an zukunftsweisenden Lösungen arbeiten? Dann haben wir genau das Richtige für dich! Als Data Engineer gestaltest du in unserem engagierten Data-Team die Zukunft, indem du auf unserem umfangreichen Data Lake neue Analysen, präzise Prognosen un…",2025-11-22T12:48:20Z,https://www.adzuna.de/land/ad/5509026376?se=wHYq6qjI8BGYSfdOR2D5aQ&utm_medium=api&utm_source=df8f6824&v=D13F619E1667019CE2D4966A9F14D5FDB363507B
Trainee Data Engineer / Data Scientist (m/w/d),ISR Information Products AG,"Hamburg, Deutschland",Confidential,"Dein Team Du hast Freude an Innovationen, spannenden Inhalten und kollegialem Teamspirit? Mit unseren Berater:innen wächst du mit deinen Aufgaben und lernst von unseren Expert:innen. Gemeinsam beraten wir unsere deutsch- und englischsprachigen Kunden bei ihren Herausforderungen im Umfeld von Business Intelligence, Planung, Advanced Analytics & Data Science. Wir verbinden höchste Beratungskompetenz mit technischer Expertise. Dabei konzipieren und implementieren wir maßgeschneiderte Lösungen auf …",2025-08-21T04:16:42Z,https://www.adzuna.de/land/ad/5361547978?se=wHYq6qjI8BGYSfdOR2D5aQ&utm_medium=api&utm_source=df8f6824&v=AD2750C556B3D2DABAD5BA07F92F2036F4E33353
Master Data Project Manager (f/m/x),Carl Zeiss AG,"Oberkochen, Ostalbkreis",Confidential,"Your Role You will play a crucial role in digital transformation Projects Ensure project deliverables meet quality standards Support the development and implementation of technical solutions to monitor and improve data quality across the enterprise, with a strong focus on SAP R/3 and S/4HANA You will help our business units to establish Master Data standards and increase the quality level of Master Data in ERP, MDG, CRM and consuming systems Work closely with cross-functional teams, including b…",2025-11-11T16:51:30Z,https://www.adzuna.de/land/ad/5490891995?se=wHYq6qjI8BGYSfdOR2D5aQ&utm_medium=api&utm_source=df8f6824&v=79DE433918152421FAA372DEBE0BF84915C40528
Senior Data Engineer Customer Experience (m/w/d),Datev eG,"Nürnberg, Bayern",Confidential,"Das ist das Arbeitsumfeld: Die Abteilung User Experience & Touchpoint Design unterstützt die Entwicklungsteams sowie alle Kontaktpunkte der DATEV eG bei der Erstellung von Customer Journeys, Kundenerlebnismessungen sowie UX-Research und treibt die Automatisierung dieser Bereiche voran. Das sind die Aufgaben: Dein Fokus liegt auf dem Entwurf, der Weiterentwicklung und Wartung sowie dem Testen von Datenpipelines zur Verarbeitung von Kundendaten in Neartime nach gängigen Prinzipien des Software- u…",2025-11-14T22:15:52Z,https://www.adzuna.de/land/ad/5496739721?se=wHYq6qjI8BGYSfdOR2D5aQ&utm_medium=api&utm_source=df8f6824&v=4063BA4F8E9DC0BB0F4D60343C3DE49CD88DF921
